,gene_name,ensembl_gene_id,chromosome,Source,Start,Strand,gene_source,gene_biotype,gene_length,gene_coding_length,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,gene_include,n_cells,pct_cells
FUT6,FUT6,ENSG00000156413,19,ensembl_havana,5830609,-,ensembl_havana,protein_coding,9122,4349,FUT6,fucosyltransferase 6,Approved,nan,"FT1A, FCT3A, FucT-VI, FLJ40754",True,1756,0.8396851658808565
FUT3,FUT3,ENSG00000171124,19,ensembl_havana,5842887,-,ensembl_havana,protein_coding,8587,3109,FUT3,fucosyltransferase 3 (Lewis blood group),Approved,LE,CD174,True,2964,1.4173273528877328
AC024592.12,AC024592.12,ENSG00000267740,19,havana,5866170,-,havana,protein_coding,37617,2193,nan,nan,nan,nan,nan,True,865,0.41362623490144695
NDUFA11,NDUFA11,ENSG00000174886,19,ensembl_havana,5891275,-,ensembl_havana,protein_coding,12731,4839,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,Approved,nan,B14.7,True,40,0.019127224735327027
AC104532.2,AC104532.2,ENSG00000267314,19,havana,5904840,+,havana,protein_coding,9867,580,nan,nan,nan,nan,nan,True,118,0.056425312969214735
CAPS,CAPS,ENSG00000105519,19,ensembl_havana,5911706,+,ensembl_havana,protein_coding,4502,4428,CAPS,calcyphosine,Approved,nan,"CAPS1, MGC126562",True,5063,2.4210284708740186
RANBP3,RANBP3,ENSG00000031823,19,ensembl_havana,5916138,-,ensembl_havana,protein_coding,62004,7445,RANBP3,RAN binding protein 3,Approved,nan,nan,True,6324,3.024014230655203
RFX2,RFX2,ENSG00000087903,19,ensembl_havana,5993163,-,ensembl_havana,protein_coding,206409,9094,RFX2,regulatory factor X2,Approved,nan,FLJ14226,True,25059,11.982728116064
ACSBG2,ACSBG2,ENSG00000130377,19,ensembl_havana,6135246,+,ensembl_havana,protein_coding,57848,3447,ACSBG2,acyl-CoA synthetase bubblegum family member 2,Approved,nan,"BGR, PRTD-NY3, DKFZp434K1635",True,4581,2.1905454128133277
MLLT1,MLLT1,ENSG00000130382,19,ensembl_havana,6210378,-,ensembl_havana,protein_coding,69570,4740,MLLT1,MLLT1 super elongation complex subunit,Approved,nan,"ENL, LTG19, YEATS1",True,7536,3.603569140135612
ACER1,ACER1,ENSG00000167769,19,ensembl_havana,6306141,-,ensembl_havana,protein_coding,27488,1445,ACER1,alkaline ceramidase 1,Approved,ASAH3,nan,True,2563,1.2255769249160793
CLPP,CLPP,ENSG00000125656,19,ensembl_havana,6361451,+,ensembl_havana,protein_coding,7457,2276,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,Approved,nan,nan,True,3589,1.7161902393772175
ALKBH7,ALKBH7,ENSG00000125652,19,ensembl_havana,6372432,+,ensembl_havana,protein_coding,2819,1455,ALKBH7,alkB homolog 7,Approved,SPATA11,MGC10974,True,5137,2.4564138366343737
PSPN,PSPN,ENSG00000125650,19,ensembl_havana,6375147,-,ensembl_havana,protein_coding,3911,3911,PSPN,persephin,Approved,nan,PSP,True,460,0.2199630844562608
GTF2F1,GTF2F1,ENSG00000125651,19,ensembl_havana,6379568,-,ensembl_havana,protein_coding,14413,3134,GTF2F1,general transcription factor IIF subunit 1,Approved,nan,"TFIIF, BTF4, RAP74, TF2F1",True,4368,2.0886929410977113
KHSRP,KHSRP,ENSG00000088247,19,ensembl_havana,6413347,-,ensembl_havana,protein_coding,11447,4563,KHSRP,KH-type splicing regulatory protein,Approved,nan,"KSRP, FBP2, FUBP2",True,7309,3.4950221397626313
SLC25A41,SLC25A41,ENSG00000181240,19,ensembl_havana,6426036,-,ensembl_havana,protein_coding,7743,1649,SLC25A41,solute carrier family 25 member 41,Approved,nan,"FLJ40442, MGC34725, APC4",True,751,0.35911364440576493
SLC25A23,SLC25A23,ENSG00000125648,19,ensembl_havana,6436078,-,ensembl_havana,protein_coding,29125,4859,SLC25A23,solute carrier family 25 member 23,Approved,nan,"FLJ30339, MGC2615, APC2",True,6143,2.9374635387278483
CRB3,CRB3,ENSG00000130545,19,ensembl_havana,6463776,+,ensembl_havana,protein_coding,3445,1592,CRB3,crumbs cell polarity complex component 3,Approved,nan,MGC17303,True,1105,0.5283895833134091
DENND1C,DENND1C,ENSG00000205744,19,ensembl_havana,6467206,-,ensembl_havana,protein_coding,15351,4657,DENND1C,DENN domain containing 1C,Approved,FAM31C,FLJ22757,True,1480,0.7077073152071001
TUBB4A,TUBB4A,ENSG00000104833,19,ensembl_havana,6494318,-,ensembl_havana,protein_coding,8530,3466,TUBB4A,tubulin beta 4A class IVa,Approved,"TUBB4, DYT4",beta-5,True,135,0.06455438348172872
TNFSF9,TNFSF9,ENSG00000125657,19,ensembl_havana,6530998,+,ensembl_havana,protein_coding,4930,1665,TNFSF9,TNF superfamily member 9,Approved,nan,"4-1BB-L, 4-1BBL",True,332,0.15875596530321434
CD70,CD70,ENSG00000125726,19,ensembl_havana,6583182,-,ensembl_havana,protein_coding,20921,1532,CD70,CD70 molecule,Approved,"CD27LG, TNFSF7",CD27L,True,6917,3.3075753373564263
TNFSF14,TNFSF14,ENSG00000125735,19,ensembl_havana,6661252,-,ensembl_havana,protein_coding,9336,4778,TNFSF14,TNF superfamily member 14,Approved,nan,"LIGHT, LTg, HVEM-L, CD258",True,1409,0.6737564913018945
C3,C3,ENSG00000125730,19,ensembl_havana,6677703,-,ensembl_havana,protein_coding,52859,8328,C3,complement C3,Approved,nan,"CPAMD1, ARMD9, C3a, C3b",True,18708,8.945803008712451
GPR108,GPR108,ENSG00000125734,19,ensembl_havana,6729913,-,ensembl_havana,protein_coding,7690,3213,GPR108,G protein-coupled receptor 108,Approved,nan,LUSTR2,True,1512,0.7230090949953617
TRIP10,TRIP10,ENSG00000125733,19,ensembl_havana,6737924,+,ensembl_havana,protein_coding,13602,3982,TRIP10,thyroid hormone receptor interactor 10,Approved,STOT,"STP, HSTP, CIP4",True,15512,7.417537752359821
SH2D3A,SH2D3A,ENSG00000125731,19,ensembl_havana,6752159,-,ensembl_havana,protein_coding,15429,5716,SH2D3A,SH2 domain containing 3A,Approved,nan,NSP1,True,7338,3.508889377695743
VAV1,VAV1,ENSG00000141968,19,ensembl_havana,6772713,+,ensembl_havana,protein_coding,84653,4305,VAV1,vav guanine nucleotide exchange factor 1,Approved,VAV,nan,True,8965,4.28688924380517
ADGRE1,ADGRE1,ENSG00000174837,19,ensembl_havana,6887565,+,ensembl_havana,protein_coding,52894,3707,ADGRE1,adhesion G protein-coupled receptor E1,Approved,"TM7LN3, EMR1",nan,True,2468,1.1801497661696776
ZNF557,ZNF557,ENSG00000130544,19,ensembl_havana,7069443,+,ensembl_havana,protein_coding,18525,6018,ZNF557,zinc finger protein 557,Approved,nan,MGC4054,True,4573,2.1867199678662623
INSR,INSR,ENSG00000171105,19,ensembl_havana,7112254,-,ensembl_havana,protein_coding,181780,10451,INSR,insulin receptor,Approved,nan,CD220,True,65496,31.318917781624474
CTB-133G6.1,CTB-133G6.1,ENSG00000263264,19,havana,7348942,+,havana,protein_coding,34443,1558,nan,nan,nan,nan,nan,True,3131,1.4971835161577232
CTD-2207O23.3,CTD-2207O23.3,ENSG00000268861,19,havana,7382833,+,havana,protein_coding,89644,4964,nan,nan,nan,nan,nan,True,1583,0.7569599189005671
PEX11G,PEX11G,ENSG00000104883,19,ensembl_havana,7476874,-,ensembl_havana,protein_coding,20575,1466,PEX11G,peroxisomal biogenesis factor 11 gamma,Approved,nan,nan,True,3826,1.8295190459340303
C19orf45,C19orf45,ENSG00000198723,19,ensembl_havana,7492975,+,ensembl_havana,protein_coding,15475,2912,TEX45,testis expressed 45,Approved,C19orf45,FLJ35784,True,478,0.22857033558715797
CTD-2207O23.12,CTD-2207O23.12,ENSG00000267952,19,havana,7507051,+,havana,protein_coding,12571,634,nan,nan,nan,nan,nan,True,94,0.04494897812801851
ZNF358,ZNF358,ENSG00000198816,19,ensembl_havana,7515291,+,ensembl_havana,protein_coding,5735,2072,ZNF358,zinc finger protein 358,Approved,nan,"FLJ10390, ZFEND",True,4672,2.2340598490861967
MCOLN1,MCOLN1,ENSG00000090674,19,ensembl_havana,7522625,+,ensembl_havana,protein_coding,11384,3956,MCOLN1,mucolipin 1,Approved,nan,"TRPML1, ML4, MLIV, MST080, MSTP080, TRPM-L1",True,4042,1.9328060595047962
PNPLA6,PNPLA6,ENSG00000032444,19,ensembl_havana,7534003,+,ensembl_havana,protein_coding,27761,7055,PNPLA6,patatin like phospholipase domain containing 6,Approved,nan,"NTE, sws, iPLA2delta, SPG39",True,9382,4.4862905616709545
CAMSAP3,CAMSAP3,ENSG00000076826,19,ensembl_havana,7595901,+,ensembl_havana,protein_coding,22403,4845,CAMSAP3,calmodulin regulated spectrin associated protein family member 3,Approved,KIAA1543,"Nezha, PPP1R80",True,4570,2.185285426011113
XAB2,XAB2,ENSG00000076924,19,ensembl_havana,7619524,-,ensembl_havana,protein_coding,10041,4673,XAB2,XPA binding protein 2,Approved,nan,"HCNP, HCRN, SYF1, NTC90",True,4899,2.3426068494591776
PET100,PET100,ENSG00000229833,19,ensembl_havana,7629736,+,ensembl_havana,protein_coding,2220,2220,PET100,PET100 cytochrome c oxidase chaperone,Approved,C19orf79,nan,True,538,0.25726117269014853
CTD-3214H19.4,CTD-3214H19.4,ENSG00000268400,19,havana,7629795,+,havana,protein_coding,13253,1366,nan,nan,nan,nan,nan,True,53,0.02534357277430831
PCP2,PCP2,ENSG00000174788,19,ensembl_havana,7631610,-,ensembl_havana,protein_coding,2138,799,PCP2,Purkinje cell protein 2,Approved,nan,"MGC41903, GPSM4",True,918,0.4389698076757553
STXBP2,STXBP2,ENSG00000076944,19,ensembl_havana,7636880,+,ensembl_havana,protein_coding,10993,6040,STXBP2,syntaxin binding protein 2,Approved,nan,"UNC18B, Hunc18b",True,6273,2.999627019117661
RETN,RETN,ENSG00000104918,19,ensembl_havana,7669043,+,ensembl_havana,protein_coding,1411,520,RETN,resistin,Approved,nan,"FIZZ3, ADSF, RETN1",True,409,0.19557587291871886
MCEMP1,MCEMP1,ENSG00000183019,19,ensembl_havana,7676627,+,ensembl_havana,protein_coding,3199,1906,MCEMP1,mast cell expressed membrane protein 1,Approved,C19orf59,MGC132456,True,296,0.14154146304142
CTD-3214H19.16,CTD-3214H19.16,ENSG00000269711,19,havana,7678500,+,havana,protein_coding,4354,777,nan,nan,nan,nan,nan,True,275,0.1314996700553733
TRAPPC5,TRAPPC5,ENSG00000181029,19,ensembl_havana,7680842,+,ensembl_havana,protein_coding,6861,5669,TRAPPC5,trafficking protein particle complex 5,Approved,nan,"MGC52424, TRS31",True,869,0.4155389573749797
FCER2,FCER2,ENSG00000104921,19,ensembl_havana,7688757,-,ensembl_havana,protein_coding,13389,2451,FCER2,Fc fragment of IgE receptor II,Approved,"CD23A, FCE2","CLEC4J, CD23",True,664,0.3175119306064287
CLEC4G,CLEC4G,ENSG00000182566,19,ensembl_havana,7728956,-,ensembl_havana,protein_coding,4950,1754,CLEC4G,C-type lectin domain family 4 member G,Approved,nan,"UNQ431, LSECtin",True,253,0.12097969645094345
CD209,CD209,ENSG00000090659,19,ensembl_havana,7739993,-,ensembl_havana,protein_coding,7571,4413,CD209,CD209 molecule,Approved,nan,"DC-SIGN, CDSIGN, DC-SIGN1, CLEC4L",True,392,0.18744680240620487
CLEC4M,CLEC4M,ENSG00000104938,19,ensembl_havana,7763148,+,ensembl_havana,protein_coding,6457,4066,CLEC4M,C-type lectin domain family 4 member M,Approved,"CD209L, CD299","HP10347, DC-SIGNR, LSIGN, DCSIGNR, DC-SIGN2",True,85,0.04064535256256993
EVI5L,EVI5L,ENSG00000142459,19,ensembl_havana,7830232,+,ensembl_havana,protein_coding,34744,6252,EVI5L,ecotropic viral integration site 5 like,Approved,nan,nan,True,5362,2.564004475770588
PRR36,PRR36,ENSG00000183248,19,ensembl_havana,7868718,-,ensembl_havana,protein_coding,5661,4456,PRR36,proline rich 36,Approved,nan,nan,True,458,0.21900672321949446
LRRC8E,LRRC8E,ENSG00000171017,19,ensembl_havana,7888504,+,ensembl_havana,protein_coding,13517,4329,LRRC8E,leucine rich repeat containing 8 VRAC subunit E,Approved,nan,FLJ23420,True,576,0.2754320361887092
MAP2K7,MAP2K7,ENSG00000076984,19,ensembl_havana,7903842,+,ensembl_havana,protein_coding,10636,5145,MAP2K7,mitogen-activated protein kinase kinase 7,Approved,PRKMK7,"MKK7, Jnkk2",True,10977,5.248988647992119
TGFBR3L,TGFBR3L,ENSG00000260001,19,ensembl_havana,7916144,+,ensembl_havana,protein_coding,2953,1516,TGFBR3L,transforming growth factor beta receptor 3 like,Approved,nan,nan,True,377,0.18027409313045722
SNAPC2,SNAPC2,ENSG00000104976,19,ensembl_havana,7920315,+,ensembl_havana,protein_coding,2935,2000,SNAPC2,small nuclear RNA activating complex polypeptide 2,Approved,nan,"SNAP45, PTFdelta",True,2001,0.9568394173847345
CTXN1,CTXN1,ENSG00000178531,19,ensembl_havana,7924484,-,ensembl_havana,protein_coding,1682,1274,CTXN1,cortexin 1,Approved,nan,FLJ25968,True,787,0.37632814666755926
TIMM44,TIMM44,ENSG00000104980,19,ensembl_havana,7926717,-,ensembl_havana,protein_coding,17203,4888,TIMM44,translocase of inner mitochondrial membrane 44,Approved,nan,TIM44,True,9354,4.4729015043562255
ELAVL1,ELAVL1,ENSG00000066044,19,ensembl_havana,7958578,-,ensembl_havana,protein_coding,486463,7063,ELAVL1,ELAV like RNA binding protein 1,Approved,HUR,"HuR, Hua, MelG",True,44560,21.30772835515431
CCL25,CCL25,ENSG00000131142,19,ensembl_havana,8052766,+,ensembl_havana,protein_coding,9884,989,CCL25,C-C motif chemokine ligand 25,Approved,SCYA25,"TECK, Ckb15",True,675,0.3227719174086436
CERS4,CERS4,ENSG00000090661,19,ensembl_havana,8206735,+,ensembl_havana,protein_coding,55686,4059,CERS4,ceramide synthase 4,Approved,LASS4,"FLJ12089, Trh1",True,21085,10.08243833860926
ANGPTL4,ANGPTL4,ENSG00000167772,19,ensembl_havana,8363288,+,ensembl_havana,protein_coding,11085,2482,ANGPTL4,angiopoietin like 4,Approved,nan,"pp1158, PGAR, ARP4, HFARP, FIAF, NL2",True,10938,5.2303396038751755
RAB11B,RAB11B,ENSG00000185236,19,ensembl_havana,8389980,+,ensembl_havana,protein_coding,14454,2470,RAB11B,"RAB11B, member RAS oncogene family",Approved,nan,H-YPT3,True,14716,7.0369059801268135
MARCH2,MARCH2,ENSG00000099785,19,ensembl_havana,8413269,+,ensembl_havana,protein_coding,25748,2216,MARCHF2,membrane associated ring-CH-type finger 2,Approved,MARCH2,"HSPC240, MARCH-II, RNF172",True,11231,5.370446525061446
HNRNPM,HNRNPM,ENSG00000099783,19,ensembl_havana,8444766,+,ensembl_havana,protein_coding,44348,5614,HNRNPM,heterogeneous nuclear ribonucleoprotein M,Approved,"NAGR1, HNRPM","HTGR1, HNRNPM4, HNRPM4, CEAR",True,33775,16.15055038589176
PRAM1,PRAM1,ENSG00000133246,19,ensembl_havana,8490055,-,ensembl_havana,protein_coding,13057,3763,PRAM1,PML-RARA regulated adaptor molecule 1,Approved,nan,PML-RAR,True,3812,1.8228245172766657
ZNF414,ZNF414,ENSG00000133250,19,ensembl_havana,8509677,-,ensembl_havana,protein_coding,4487,2758,ZNF414,zinc finger protein 414,Approved,nan,"MGC15716, Zfp414",True,2853,1.3642493042472001
MYO1F,MYO1F,ENSG00000142347,19,ensembl_havana,8520789,-,ensembl_havana,protein_coding,56788,8550,MYO1F,myosin IF,Approved,nan,nan,True,13691,6.546770846284058
ADAMTS10,ADAMTS10,ENSG00000142303,19,ensembl_havana,8580241,-,ensembl_havana,protein_coding,30494,5703,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,Approved,nan,ADAM-TS10,True,6457,3.0876122529001653
ZNF558,ZNF558,ENSG00000167785,19,ensembl_havana,8806169,-,ensembl_havana,protein_coding,26159,8184,ZNF558,zinc finger protein 558,Approved,nan,FLJ30932,True,3617,1.7295792966919465
MBD3L1,MBD3L1,ENSG00000170948,19,ensembl_havana,8832397,+,ensembl_havana,protein_coding,10943,958,MBD3L1,methyl-CpG binding domain protein 3 like 1,Approved,MBD3L,nan,True,276,0.1319778506737565
MUC16,MUC16,ENSG00000181143,19,havana,8848843,-,havana,protein_coding,132499,43830,MUC16,"mucin 16, cell surface associated",Approved,nan,"CA125, FLJ14303",True,1487,0.7110545795357822
ZNF317,ZNF317,ENSG00000130803,19,ensembl_havana,9140379,+,ensembl_havana,protein_coding,23045,5065,ZNF317,zinc finger protein 317,Approved,nan,nan,True,3097,1.4809253751326952
OR7D2,OR7D2,ENSG00000188000,19,havana,9185593,+,havana,protein_coding,3224,3224,OR7D2,olfactory receptor family 7 subfamily D member 2,Approved,nan,"OR19-4, HTPCRH03, FLJ38149",True,134,0.06407620286334555
ZNF699,ZNF699,ENSG00000196110,19,ensembl_havana,9294274,-,ensembl_havana,protein_coding,15564,3623,ZNF699,zinc finger protein 699,Approved,nan,"FLJ38144, hang",True,2414,1.1543280127769862
ZNF559-ZNF177,ZNF559-ZNF177,ENSG00000270011,19,ensembl_havana,9324173,+,ensembl_havana,protein_coding,58444,4276,ZNF559-ZNF177,ZNF559-ZNF177 readthrough,Approved,nan,nan,True,4116,1.9681914252651511
ZNF266,ZNF266,ENSG00000174652,19,ensembl_havana,9412597,-,ensembl_havana,protein_coding,22981,5267,ZNF266,zinc finger protein 266,Approved,nan,HZF1,True,8705,4.162562283025545
ZNF560,ZNF560,ENSG00000198028,19,ensembl_havana,9466506,-,ensembl_havana,protein_coding,32101,2836,ZNF560,zinc finger protein 560,Approved,nan,FLJ31986,True,490,0.2343085030077561
ZNF426,ZNF426,ENSG00000130818,19,ensembl_havana,9523223,-,ensembl_havana,protein_coding,15404,7527,ZNF426,zinc finger protein 426,Approved,nan,MGC2663,True,4917,2.351214100590075
ZNF121,ZNF121,ENSG00000197961,19,ensembl_havana,9560352,-,ensembl_havana,protein_coding,24181,7251,ZNF121,zinc finger protein 121,Approved,D19S204,"ZHC32, ZNF20",True,8196,3.919168348268508
ZNF561,ZNF561,ENSG00000171469,19,ensembl_havana,9604679,-,ensembl_havana,protein_coding,16720,6467,ZNF561,zinc finger protein 561,Approved,nan,MGC45408,True,5890,2.816483842276905
ZNF562,ZNF562,ENSG00000171466,19,ensembl_havana,9641807,-,ensembl_havana,protein_coding,33279,13007,ZNF562,zinc finger protein 562,Approved,nan,FLJ20079,True,16643,7.958360031751193
ZNF812P,ZNF812P,ENSG00000224689,19,ensembl_havana,9689923,-,ensembl_havana,protein_coding,10894,2233,ZNF812P,"zinc finger protein 812, pseudogene",Approved,ZNF812,nan,True,1674,0.8004743551734361
ZNF846,ZNF846,ENSG00000196605,19,ensembl_havana,9751992,-,ensembl_havana,protein_coding,41188,3912,ZNF846,zinc finger protein 846,Approved,nan,nan,True,11776,5.631054962080277
FBXL12,FBXL12,ENSG00000127452,19,ensembl_havana,9810266,-,ensembl_havana,protein_coding,17550,2913,FBXL12,F-box and leucine rich repeat protein 12,Approved,nan,"FLJ20188, Fbl12",True,8116,3.880913898797854
UBL5,UBL5,ENSG00000198258,19,ensembl_havana,9827891,+,ensembl_havana,protein_coding,2224,1931,UBL5,ubiquitin like 5,Approved,nan,nan,True,9133,4.367223587693544
PIN1,PIN1,ENSG00000127445,19,ensembl_havana,9835256,+,ensembl_havana,protein_coding,14426,4570,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",Approved,nan,dod,True,6881,3.290360835094632
OLFM2,OLFM2,ENSG00000105088,19,ensembl_havana,9853717,-,ensembl_havana,protein_coding,82835,2500,OLFM2,olfactomedin 2,Approved,nan,"OlfC, NOE2",True,6718,3.2124173942981744
COL5A3,COL5A3,ENSG00000080573,19,ensembl_havana,9959560,-,ensembl_havana,protein_coding,50911,6750,COL5A3,collagen type V alpha 3 chain,Approved,nan,nan,True,8942,4.275891089582357
RDH8,RDH8,ENSG00000080511,19,ensembl_havana,10013248,+,ensembl_havana,protein_coding,9031,2001,RDH8,retinol dehydrogenase 8,Approved,nan,"PRRDH, SDR28C2",True,201,0.09611430429501831
C19orf66,C19orf66,ENSG00000130813,19,ensembl_havana,10086121,+,ensembl_havana,protein_coding,7131,4341,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,Approved,C19orf66,"FLJ11286, RyDEN, IRAV, SFL",True,11282,5.394833736598988
ANGPTL6,ANGPTL6,ENSG00000130812,19,ensembl_havana,10092337,-,ensembl_havana,protein_coding,10459,2181,ANGPTL6,angiopoietin like 6,Approved,nan,"ARP5, AGF",True,273,0.13054330881860696
P2RY11,P2RY11,ENSG00000244165,19,ensembl_havana,10111537,+,ensembl_havana,protein_coding,3835,2295,P2RY11,purinergic receptor P2Y11,Approved,nan,P2Y11,True,1531,0.732094526744642
EIF3G,EIF3G,ENSG00000130811,19,ensembl_havana,10115016,-,ensembl_havana,protein_coding,4902,3486,EIF3G,eukaryotic translation initiation factor 3 subunit G,Approved,EIF3S4,"eIF3-delta, eIF3-p44",True,7400,3.5385365760355003
DNMT1,DNMT1,ENSG00000130816,19,ensembl_havana,10133344,-,ensembl_havana,protein_coding,97942,9796,DNMT1,DNA methyltransferase 1,Approved,DNMT,"MCMT, CXXC9",True,8705,4.162562283025545
ICAM1,ICAM1,ENSG00000090339,19,ensembl_havana,10270834,+,ensembl_havana,protein_coding,15781,3706,ICAM1,intercellular adhesion molecule 1,Approved,nan,"BB2, CD54",True,10216,4.885093197402523
ICAM4,ICAM4,ENSG00000105371,19,ensembl_havana,10286966,+,ensembl_havana,protein_coding,1556,1427,ICAM4,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),Approved,LW,CD242,True,262,0.12528332201639203
ICAM5,ICAM5,ENSG00000105376,19,ensembl_havana,10289980,+,ensembl_havana,protein_coding,6798,3906,ICAM5,intercellular adhesion molecule 5,Approved,TLCN,TLN,True,328,0.15684324282968162
ZGLP1,ZGLP1,ENSG00000220201,19,ensembl_havana,10304802,-,ensembl_havana,protein_coding,5078,2431,ZGLP1,zinc finger GATA like protein 1,Approved,nan,"GLP1, GLP-1, GATAD3",True,918,0.4389698076757553
CTD-2369P2.10,CTD-2369P2.10,ENSG00000167807,19,havana,10305426,-,havana,protein_coding,10583,2090,nan,nan,nan,nan,nan,True,1301,0.6221129845165115
CTD-2369P2.12,CTD-2369P2.12,ENSG00000267303,19,havana,10315470,-,havana,protein_coding,5208,1850,nan,nan,nan,nan,nan,True,16,0.007650889894130811
RAVER1,RAVER1,ENSG00000161847,19,ensembl_havana,10316211,-,ensembl_havana,protein_coding,17429,4981,RAVER1,"ribonucleoprotein, PTB binding 1",Approved,nan,KIAA1978,True,1333,0.6374147643047732
ICAM3,ICAM3,ENSG00000076662,19,ensembl_havana,10333775,-,ensembl_havana,protein_coding,6048,2950,ICAM3,intercellular adhesion molecule 3,Approved,nan,"CDW50, ICAM-R, CD50",True,1088,0.5202605128008951
TYK2,TYK2,ENSG00000105397,19,ensembl_havana,10350528,-,ensembl_havana,protein_coding,30148,6773,TYK2,tyrosine kinase 2,Approved,nan,JTK1,True,10065,4.812887924026663
